favorite_count,full_text,hashtags,retweet_count,year,party_id
4,"b'Concerned you\xe2\x80\x99re not wearing a face covering properly? Don\xe2\x80\x99t worry, we got you covered. Here are some tips from @latimes as we all try to #StopTheSpread:\n\n\xf0\x9f\x98\xb7 keep it tight to your face\n\xf0\x9f\x91\x83\xf0\x9f\x8f\xbdcover your mouth &amp; nose\n\xf0\x9f\x91\x80 avoid touching your eyes\n\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbd make sure you can comfortably breathe https://t.co/w4vv0FQ3X2'",StopTheSpread,2,2020,D
4,"b'#KansasCommonSense\xe2\x80\x94Progress delisting lesser prairie chicken, visiting @DiscoverAtEP + more https://t.co/pBHAPj1Gpl https://t.co/nB7VsxMSbE'",KansasCommonSense,1,2016,R
6,b'Climate change impacts us all. That is why people have decided to #riseforclimate.',riseforclimate,5,2018,D
2,b'Some interesting details in new @weeklystandard #Benghazi expos\xc3\xa9: http://t.co/GPqzXq9Hic',Benghazi,2,2014,R
2,b'I voted against the nomination of Senator #Hagel for defense secretary. He is not the right fit for this important job.',Hagel,8,2013,R
164,"b""Melting ice. Rising sea levels. Eroding coasts.  \n\nWe\xe2\x80\x99re destroying habitats and disrupting marine life. \n\nWe can't wait any longer. We need urgent #OceanClimateAction. #IPCC #ClimateChange https://t.co/wfGRqRKRCn""",OceanClimateAction IPCC ClimateChange,52,2019,D
1,"b""We won't rest until Stan gets his children home @iSTANDParentNet @SenatorCardin #MD02 https://t.co/74RgF2Q5Jo""",MD02,4,2016,D
3,b'Has it ever been more clear how this sort of ineptitude has soiled more than just our foreign policy? https://t.co/bKGIEY2ara #Iran #omnibus',Iran omnibus,0,2015,R
1,b'Why Washington Is Broken; Backroom Negotiations On The #HealthCare Bill: Read Here: http://bit.ly/5Vp0ym',HealthCare,0,2010,R
6,"b'Definitely not a quiet week in Washington, but always good to visit with #SouthJersey residents at Capitol. Bonus of job. https://t.co/Hk9vNuXl6O'",SouthJersey,0,2017,R
2039,b'Florida supports the brave people of #Venezuela who are working tirelessly to restore democracy to their country. We pray for their safety and success. Here is a link to the proclamation I signed yesterday:  https://t.co/9aHODLCykW',Venezuela,401,2019,R
10,"b'The booming economy, especially in Utah, has helped create over 500K job openings in the manufacturing industry. Today manufacturers are opening their doors this #MFGDay18 to inspire students to enter an industry that gives so much back to our state. More: https://t.co/zkkL5iHNOx'",MFGDay18,4,2018,R
50,"b'My heart swelled as I listened to @AlfreWoodard\'s impassioned testimony about all of the greatness African Americans have achieved. She\'s right. We are ""the dream and the hope of the slaves"" on whose shoulders we stand. #400YearsLater #1619Project https://t.co/V8olQSy7Bz'",400YearsLater 1619Project,12,2019,D
0,b'102 years young! #HappyBdayGirlScouts - honored to be your @girlscouts troop co-chair in #Congress http://t.co/K1LjOBiRpy',HappyBdayGirlScouts Congress,1,2014,D
3,b'We\xe2\x80\x99re hosting Mobile Office Hours across #CA31 throughout August. Find out when we\xe2\x80\x99re in your area. https://t.co/ouHCfJYz5V',CA31,2,2016,D
7,"b'Did you know that June is #PTSDAwarenessMonth? You have probably heard about PTSD, or Post-Traumatic Stress Disorder, but you might not know how common it is. According to @VA_PTSD_Info, 7-8% of Americans will experience #PTSD https://t.co/XYAklY7tvK'",PTSDAwarenessMonth PTSD,1,2020,R
10,"b'@ChrisMurphyCT Under #GrahamCassidy, Americans with preexisting conditions could see their premiums and deductibles skyrocket: https://t.co/PaDRZe1ZQu https://t.co/IGNAY3uhDt'",GrahamCassidy,33,2017,D
6,b'FBI needs 21st century fully-consolidated headquarters so it can fulfill its 21st century mission. #FBI2MD',FBI2MD,2,2015,D
7,"b""As a senior appropriator, I've fought in Congress to fund @POTUS's Executive Actions on #GunViolence, incl funding for #backgroundchecks""",GunViolence backgroundchecks,8,2016,D
6,"b""@SEIU We won't stop fighting to #ProtectOurCare. Not today, not EVER""",ProtectOurCare,3,2017,D
31,b'Our hearts &amp; prayers are with the people of Italy and victims of #ItalyEarthquake. https://t.co/iwLeZCvybF',ItalyEarthquake,21,2016,D
2,"b"".@johningold @JoeAmonDP @LindsayPierceM #PulitzerPrize finalists 4stories on parents' hope for #marijuana medmiracles http://t.co/bKA4owlkk8""",PulitzerPrize marijuana,4,2015,D
4,"b""Your opinion on issues facing the Senate is important to me. Here's my contact info: https://t.co/9IJ1BlzW6g #HMIHY https://t.co/F7f99iGLle""",HMIHY,3,2016,R
0,"b""RT @KUHoops: Squad's ready. #KUbball https://t.co/5faHusImn8""",KUbball,166,2018,R
9,"b'Did you know by doubling the standard deduction, we are helping retirees across the country? #TaxCutsAndJobsAct #TaxDay Read more here https://t.co/maWmmz6m3n'",TaxCutsAndJobsAct TaxDay,2,2018,R
0,"b'Working families are already getting by on less and less, cuts to food stamps means more hungry people in America #SNAPChallenge'",SNAPChallenge,1,2013,D
16,"b'.@RepCurbelo was proud to introduce the bipartisan #VITA Permanence Act w/ @RepDannyDavis to extend free #TaxPrep services for taxpayers making less than $50,000 or with limited English proficiency. The bill has received bipartisan support from colleagues like @RepDarrenSoto. -TC https://t.co/Eq9Jrq35qD'",VITA TaxPrep,15,2018,R
0,"b""@openletterbot I agree this cruel &amp; inhumane policy needs to stop &amp; that #famliesbelongtogether. I went to a detention center on Father's Day to speak w dads whove been separated from their kids. You can read more about what I saw &amp; the other steps I'm taking here: https://t.co/N40olBn1oI""",famliesbelongtogether,0,2018,D
10,b'LIVE NOW: Senator Corker is discussing foreign policy and the U.S.-Israel relationship at @AJCGlobal #GloFo. https://t.co/R7zUUtcSDm',GloFo,12,2016,R
0,b'Looking forward to speaking in Salcha today at the Tanana River Bridge Groundbreaking. This is a very good project for #Alaska.',Alaska,0,2011,R
0,"b""RT @CongressmanRuiz: Republicans' hypocrisy is on full display in their efforts to jam through secret #Trumpcare bill with zero hearings. h\xe2\x80\xa6""",Trumpcare,682,2017,D
0,"b'Forbes: Paulsen Bill Would Integrate Medicare Health Care, Open Door for Long-Term Care #stribpol #mnleg http://t.co/AR1l2KgRM3'",stribpol mnleg,2,2014,R
747,b'More great #TaxReform news\xe2\x86\x92 https://t.co/EDVK1Xehwb',TaxReform,154,2018,R
0,"b'""...and how can #Detroit transition into a modern, functional and viable city?""'",Detroit,1,2013,D
50,"b""I'm proud of everyone who engaged in peaceful demonstrations this weekend across #VA10.\n\nKeep speaking out and stay engaged with your local elected leaders.\n\nDemand accountability and keep pushing for racial justice at every level of government.\nhttps://t.co/DrT0Diy4eu""",VA10,9,2020,D
4,b'We on the bipartisan #ClimateSolutionsCaucus are urging members of the @HouseAppropsGOP Committee to reject any appropriations provisions that would undermine efforts to combat climate change. https://t.co/zpAgLy8GNq',ClimateSolutionsCaucus,0,2018,D
4,"b'The economic security of millions of Americans is threatened by coronavirus, including workers &amp; biz in FL\xe2\x80\x99s hard-hit travel &amp; tourism sector. I\xe2\x80\x99ve joined a bipartisan letter to House/Senate leadership urging support for this vital industry in the next bill we craft. #FlaPol https://t.co/AQdPw3BMAu'",FlaPol,1,2020,D
5,"b""Since coming to Congress, I have strongly advocated for full #GreatLakes Restoration Initiative funding and upgrading the #SooLocks both in Congress and to @realDonaldTrump directly, and I'm glad we are seeing concrete results. @WhiteHouse #GLRI #Michigan\n\nhttps://t.co/wrQRsq20kh https://t.co/kam3jdzOPR""",GreatLakes SooLocks GLRI Michigan,2,2019,R
71,b'I take it right to the head of the @CFPB: An agency that has lot of power and answers to no one. @RichardCordray #utpol #FinancialCmte https://t.co/ENmFat1vza',utpol FinancialCmte,18,2017,R
9,b'#WhatIsHeHiding about #Kavanaugh ?\nhttps://t.co/j6xHGGgl81',WhatIsHeHiding Kavanaugh,6,2018,D
2,b'VIDEO of my floor speech re #HR3522 to allow people to keep preferred health insurance. http://t.co/NHijdsOePJ #Obamacare #BrokenPromises',HR3522 Obamacare BrokenPromises,1,2014,R
1,b'Great to call #SouthJersey mayors/fire chiefs about $$ being awarded to community. Congrats Mannington Twp &amp; Absecon! http://t.co/U5POnklCCn',SouthJersey,0,2015,R
44,"b'Any gender or race-based pay gap is unacceptable. I introduced the #PaycheckFairness Act to help ensure equal pay for equal work. Sadly, Senate Republicans continue to block this bill, nearly a year after it passed through the House.'",PaycheckFairness,12,2020,D
42,b'Happy 111th birthday to the @USArmyReserve! Proud of the men &amp; women in #Ohio &amp; all around the nation who stand ready to serve when called upon. I\xe2\x80\x99m grateful for your dedication &amp; resolve to keep our country safe. #USARBirthday111',Ohio USARBirthday111,6,2019,R
12,"b""We mourn the 200,000 lives lost to the #coronavirus. It's a tragic, painful milestone for the U.S. We need a stronger COVID-19 response, including a national testing and contact tracing strategy, in order to get this crisis under control. https://t.co/PHBFMtgXAN""",coronavirus,4,,D
7,"b'Our communities gathered at #MemorialDay2018 celebrations in Bay Point, Pittsburg, Martinez, Walnut Creek, Antioch, and Danville today to show our deep respect and gratitude for our veterans, the fallen, and their families. https://t.co/E7o510yzJh'",MemorialDay2018,1,2018,D
7,b'I was honored to serve as a conferee and sign the conference report for the National Defense Authorization Act for FY 2020. #NDAA https://t.co/6GkzZPSGgp',NDAA,3,2019,D
0,b'Joe stood up to his party to cut taxes for the middle class. http://bit.ly/bQ9o7G #sestak #p2',sestak p2,6,2010,D
17,b'It\xe2\x80\x99s a great day for Wood County! The Mid-Ohio Valley Workforce Development Board American Job Center will make it easier for residents to access resources &amp; find a good-paying job right here in #WV. We have hardworking people &amp; the American Job Center will help them succeed. https://t.co/QVlqks5Y5v',WV,3,2019,D
0,b'.@AldiUSA is hosting a #hiring event on Monday. If you or someone you know is on the #jobsearch please let them know! http://t.co/UkVzbw2uI7',hiring jobsearch,1,2015,D
5,"b'Thank you to my friend, @JimBridenstine, for coming to Colorado and visiting @CUBoulder. I appreciate his leadership at @NASA to get us to the Moon and Mars! #Mars2033\n\nhttps://t.co/PNtxqs68PV'",Mars2033,0,2019,D
19,"b'I had an excellent conversation with @repconorlamb and our local Veteran advocates from @BucksCountyGovt, @BucksDa, and the @DeptVetAffairs as we discussed Veterans issues including health, housing and transportation. I appreciate all those who offered their perspective. #OnePA https://t.co/C8Jws2cTvr'",OnePA,2,2019,R
31,"b""I'm urging the #SNAP program to allow for hot food purchases during the #COVID19 pandemic. Would benefit frontline workers who are SNAP beneficiaries and help ensure that New Yorkers can still put food on the table. https://t.co/lw3ci2SpZH""",SNAP COVID19,13,2020,D
3,b'I thank Secretary Chuck #Hagel for his dedicated public service. http://t.co/8jxD1vvH7y',Hagel,0,2014,R
9,b'Thank you @RepBarbaraLee for your support of the #MOMMAact and mothers everywhere. Let\xe2\x80\x99s get this bill passed so all Mommas get a chance to be Mommas. https://t.co/7P7pW7nYkS',MOMMAact,5,2018,D
193,"b'100 years ago today, the #19thAmendment was ratified after decades and decades of struggle by brave women.\n\nJust as the fight for voting rights went on then, our fight continues today. #WomensVote100 https://t.co/2v2bSwFalC'",19thAmendment WomensVote100,58,2020,D
2,b'It\xe2\x80\x99s unacceptable that hackers can so easily blow holes in America\xe2\x80\x99s cyber defenses #OPMHack http://t.co/5H4qpM2FUM',OPMHack,2,2015,D
28,"b'You have failed to uphold the Constitution and focus on your job as president. Instead, you continue to profit from the presidency, violate democratic norms, and demonstrate an unprecedented level of contempt for the rule of law. On #ConstitutionDay, I urge you to read it.'",ConstitutionDay,3,2019,D
2,b'Federal waiver is a big step towards opening the new 24-hr Emergency Dept in Long Beach #NY04: http://t.co/f8YGjrHY7U',NY04,0,2015,D
483,"b'99% of American women rely on birth control, but the Trump Admin is trying to roll back the clock on our basic #reprorights. It\xe2\x80\x99s up to all of us to protect women\xe2\x80\x99s health care \xe2\x80\x93 &amp; stop the extreme, anti-woman policies of this White House. #ThxBirthControl\nhttps://t.co/kgBWQuubFA'",reprorights ThxBirthControl,225,2018,D
11,"b'States, counties, and cities are providing essential services like public health, EMS, fire, police and education throughout this crisis. We need to provide relief to support these services during #COVID19. https://t.co/DOym5VM4hr'",COVID19,4,2020,D
31,"b""After nearly two years of investigation, it's no surprise to learn that Special Counsel Mueller\xe2\x80\x99s robust investigation has definitively shown that there was no collusion by @POTUS or his campaign w/ Russia. I was confident of that outcome to #MullersReport, and (1/2)""",MullersReport,13,2019,R
7,b'Head over to my Facebook page for a Facebook Q&amp;A \xe2\x80\x93 we\xe2\x80\x99re having a good discussion and I\xe2\x80\x99m answering as many questions as I can in the next hour or so: https://t.co/vPrTG34iR4 #mi06 \xf0\x9f\x98\x8e https://t.co/Y8rxg6MSlK',mi06,3,2019,R
11,"b'#OnThisDay in 1961, the @PeaceCorps was established with the mission to promote world peace and friendship. Since then, 180,000 Americans have joined to serve in 134 nations. Thanks to the #PeaceCorps staff and volunteers for their commitment to bettering this world. https://t.co/dT58fPjm4f'",OnThisDay PeaceCorps,7,2018,D
4,"b""In case you missed it, I previewed this morning's @HouseJudiciary hearing on #IRS Commissioner on @AmericaNewsroom \xe2\x86\x92 https://t.co/0Lj4nbM3zr""",IRS,5,2016,R
446,b'Pleased to be w/my @HouseDemocrats colleagues to take Floor to #EndGunViolence now. #Enough #NOMORESILENCE https://t.co/1UWWr3XVVa',EndGunViolence Enough NOMORESILENCE,167,2016,D
839,"b'Mr. @JeffBezos, my little state could benefit from the type of investment Amazon\xe2\x80\x99s second HQ could bring, and I think Wild &amp; Wonderful #WV would contribute more than you could ever believe to your company &amp; your legacy. I pledge to assist in any way I can to make this a reality. https://t.co/Om2hQl4bfR'",WV,189,2019,D
